product_name,category,category_en,price,sales_volume,review_count,rating,origin,shipping_location,store_name,store_level,is_promoted,product_url,sku_id,price_tier,review_density,cluster,cluster_label,competitiveness_score
[WW品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,31.57,441.0,58,4.1,云南西双版纳,云南昆明,苏宁自营,,0,,GEN000667,mid,0.1315192743764172,3,Low Engagement,11.85176935892021
[LV品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,9.05,938.0,134,4.3,云南西双版纳,云南昆明,云南果蔬专营店,专营店,1,,GEN000668,budget,0.1428571428571428,3,Low Engagement,15.822919168327893
[TB品牌] 丹东99草莓 3斤装 新鲜采摘 香甜可口,水果,Fruits,19.53,1311.0,34,4.8,广西南宁,广西南宁,广西农产品旗舰店,旗舰店,0,,GEN000669,budget,0.0259344012204424,1,Mid-range Stable,13.396057035814527
[PF品牌] 福建平和蜜柚 红心柚子 2个装 酸甜多汁,水果,Fruits,11.1,451.0,16,3.9,四川攀枝花,四川成都,苏宁自营,,1,,GEN000670,budget,0.0354767184035476,3,Low Engagement,11.404493405907164
[BQ品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,17.89,1490.0,94,4.2,浙江台州,浙江杭州,苏宁自营,,0,,GEN000671,budget,0.0630872483221476,3,Low Engagement,16.835040069473038
[OO品牌] 海南金钻凤梨 净重4.5斤 中果 酸甜多汁,水果,Fruits,28.97,177.0,29,4.6,四川攀枝花,四川成都,四川农产品旗舰店,旗舰店,1,,GEN000672,mid,0.1638418079096045,1,Mid-range Stable,9.019683808917947
[KD品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,14.44,836.0,164,4.4,河北赵县,河北石家庄,苏宁自营,,0,,GEN000673,budget,0.1961722488038277,1,Mid-range Stable,16.238703993121984
[NB品牌] 智利进口车厘子 2斤装 JJ级 新鲜水果,水果,Fruits,92.5,299.0,36,2.8,山东烟台,山东济南,山东果蔬专营店,专营店,0,,GEN000674,premium,0.1204013377926421,3,Low Engagement,11.171109413491227
[UJ品牌] 烟台红富士苹果 10斤装 脆甜多汁 产地直发,水果,Fruits,39.91,3087.0,557,4.9,福建漳州,福建福州,福建农产品旗舰店,旗舰店,1,,GEN000675,mid,0.180434078393262,2,Budget High-Volume,33.40703421102873
[LB品牌] 赣南脐橙 10斤装 新鲜采摘 酸甜适口,水果,Fruits,40.65,553.0,92,4.7,四川攀枝花,四川成都,四川果蔬专营店,专营店,1,,GEN000676,mid,0.1663652802893309,1,Mid-range Stable,11.603583184935015
[PW品牌] 烟台红富士苹果 10斤装 脆甜多汁 产地直发,水果,Fruits,17.46,1143.0,159,4.6,河北赵县,河北石家庄,苏宁自营,,0,,GEN000677,budget,0.1391076115485564,1,Mid-range Stable,16.743922088073614
[VH品牌] 陕西周至猕猴桃 5斤装 香甜软糯 维C丰富,水果,Fruits,74.64,5173.4000000000015,154,4.5,广东茂名,广东广州,苏宁自营,,0,,GEN000678,mid,0.0297676576332779,2,Budget High-Volume,29.367623116833524
[QL品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,24.33,784.0,115,3.4,山东烟台,山东济南,山东农产品旗舰店,旗舰店,0,,GEN000679,mid,0.1466836734693877,3,Low Engagement,16.135412995918692
[WX品牌] 广西红心火龙果 净重5斤 中果 新鲜采摘,水果,Fruits,21.31,588.0,88,4.0,海南三亚,海南海口,苏宁自营,,1,,GEN000680,mid,0.1496598639455782,3,Low Engagement,13.437701350947975
[DM品牌] 新疆库尔勒香梨 5斤装 皮薄肉细 香甜多汁,水果,Fruits,39.02,431.0,26,4.9,新疆阿克苏,新疆乌鲁木齐,苏宁自营,,0,,GEN000681,mid,0.0603248259860788,1,Mid-range Stable,9.27453722728656
[NB品牌] 陕西周至猕猴桃 5斤装 香甜软糯 维C丰富,水果,Fruits,35.01,794.0,148,4.1,浙江台州,浙江杭州,浙江农产品旗舰店,旗舰店,0,,GEN000682,mid,0.1863979848866498,3,Low Engagement,15.542846619804376
[VS品牌] 泰国进口金枕榴莲 整果6-8斤 软糯香甜,水果,Fruits,39.1,1485.0,285,3.9,广西南宁,广西南宁,苏宁自营,,0,,GEN000683,mid,0.1919191919191919,2,Budget High-Volume,22.09540508982129
[XB品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,21.87,637.0,77,3.6,云南西双版纳,云南昆明,云南农产品旗舰店,旗舰店,0,,GEN000684,mid,0.1208791208791208,3,Low Engagement,14.26178303184539
[QY品牌] 丹东99草莓 3斤装 新鲜采摘 香甜可口,水果,Fruits,19.5,559.0,104,4.7,广西南宁,广西南宁,苏宁自营,,0,,GEN000685,budget,0.1860465116279069,1,Mid-range Stable,12.877152259684813
[ED品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,42.22,925.0,85,4.7,江西赣州,江西南昌,苏宁自营,,0,,GEN000686,mid,0.0918918918918919,1,Mid-range Stable,12.951828857603159
[XQ品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,31.8,2325.0,178,4.8,河北赵县,河北石家庄,苏宁自营,,0,,GEN000689,mid,0.0765591397849462,2,Budget High-Volume,20.69285641823281
[XR品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,69.75,2021.0,273,4.3,新疆阿克苏,新疆乌鲁木齐,苏宁自营,,1,,GEN000690,mid,0.1350816427511133,2,Budget High-Volume,21.753681176375437
[LV品牌] 广西沃柑 5斤装 薄皮多汁 新鲜采摘,水果,Fruits,40.3,503.0,23,4.1,河北赵县,河北石家庄,苏宁自营,,0,,GEN000691,mid,0.0457256461232604,3,Low Engagement,10.818975488723554
[RW品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,54.34,1973.0,268,4.2,河北赵县,河北石家庄,苏宁自营,,1,,GEN000692,mid,0.1358337557019766,2,Budget High-Volume,22.08621176155531
[PS品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,25.38,800.0,99,4.6,浙江台州,浙江杭州,浙江果蔬专营店,专营店,0,,GEN000693,mid,0.12375,1,Mid-range Stable,13.59052868970644
[NZ品牌] 四川攀枝花芒果 5斤装 单果200g+ 金黄果肉,水果,Fruits,12.48,142.0,3,4.0,海南三亚,海南海口,苏宁自营,,1,,GEN000694,budget,0.0211267605633802,3,Low Engagement,9.720879090295183
[VB品牌] 红富士苹果 精选大果 5斤装 脆甜多汁,水果,Fruits,14.63,546.0,32,4.2,广西南宁,广西南宁,苏宁自营,,0,,GEN000695,budget,0.0586080586080586,3,Low Engagement,11.828595490773717
[BW品牌] 广西红心火龙果 净重5斤 中果 新鲜采摘,水果,Fruits,25.32,2377.0,385,4.5,新疆阿克苏,新疆乌鲁木齐,苏宁自营,,0,,GEN000696,mid,0.1619688683214135,2,Budget High-Volume,27.44805604735141
[OD品牌] 赣南脐橙 10斤装 新鲜采摘 酸甜适口,水果,Fruits,43.38,1275.0,168,3.7,浙江台州,浙江杭州,苏宁自营,,0,,GEN000697,mid,0.1317647058823529,3,Low Engagement,18.268953564722242
[UR品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,73.52,755.0,69,4.6,福建漳州,福建福州,苏宁自营,,0,,GEN000698,mid,0.0913907284768212,1,Mid-range Stable,11.122322401274129
[VB品牌] 海南小台芒 5斤装 香甜多汁 新鲜当季,水果,Fruits,16.28,249.0,46,4.7,云南西双版纳,云南昆明,苏宁自营,,0,,GEN000699,budget,0.1847389558232931,1,Mid-range Stable,10.235662770025927
[BA品牌] 云南高山蓝莓 4盒装 新鲜大果 酸甜可口,水果,Fruits,45.8,406.0,62,3.9,新疆阿克苏,新疆乌鲁木齐,新疆农产品旗舰店,旗舰店,0,,GEN000700,mid,0.1527093596059113,3,Low Engagement,11.76138128014004
[HU品牌] 新鲜洋葱 5斤装 紫皮洋葱 调味必备,蔬菜,Vegetables,36.91,678.0,62,4.9,广东广州,广东广州,广东果蔬专营店,专营店,0,,GEN000701,mid,0.0914454277286135,1,Mid-range Stable,11.232799906485775
[TG品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,7.3,2295.0,230,4.1,云南昆明,云南昆明,苏宁自营,,1,,GEN000702,budget,0.1002178649237472,2,Budget High-Volume,23.762181511073756
[CF品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,24.3,1043.0,126,4.1,安徽合肥,安徽合肥,苏宁自营,,1,,GEN000703,mid,0.1208053691275167,3,Low Engagement,15.860338054005219
[IR品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,15.5,769.0,33,4.5,河南郑州,河南郑州,苏宁自营,,0,,GEN000704,budget,0.0429128738621586,1,Mid-range Stable,12.09342371045898
[KO品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,9.95,1287.0,119,3.8,河南郑州,河南郑州,苏宁自营,,1,,GEN000705,budget,0.0924630924630924,3,Low Engagement,17.495021836485094
[BY品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,12.87,5173.4000000000015,880,4.5,湖北武汉,湖北武汉,苏宁自营,,0,,GEN000706,budget,0.170100900761588,2,Budget High-Volume,51.73954090066434
[ZS品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,14.77,1258.0,95,4.2,河北邯郸,河北石家庄,苏宁自营,,0,,GEN000707,budget,0.075516693163752,3,Low Engagement,16.133451761846384
[HF品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,23.24,682.0,49,4.6,安徽合肥,安徽合肥,安徽果蔬专营店,专营店,1,,GEN000708,mid,0.0718475073313783,1,Mid-range Stable,11.553043476966012
[MC品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,26.59,2421.0,129,4.4,云南昆明,云南昆明,苏宁自营,,0,,GEN000709,mid,0.0532837670384138,2,Budget High-Volume,20.514844262490907
[JG品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,15.24,2349.0,280,4.4,湖北武汉,湖北武汉,湖北果蔬专营店,专营店,0,,GEN000710,budget,0.1191996594295444,2,Budget High-Volume,24.866612086284658
[YU品牌] 新鲜洋葱 5斤装 紫皮洋葱 调味必备,蔬菜,Vegetables,11.3,1023.0,16,4.2,广东广州,广东广州,广东果蔬专营店,专营店,0,,GEN000711,budget,0.0156402737047898,3,Low Engagement,13.173216459973002
[TH品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,51.79,656.0,79,3.6,广东广州,广东广州,苏宁自营,,0,,GEN000712,mid,0.1204268292682926,3,Low Engagement,13.477547836177001
[ZQ品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,18.23,1292.0,82,4.8,山东寿光,山东济南,苏宁自营,,1,,GEN000714,budget,0.0634674922600619,1,Mid-range Stable,14.451716305434648
[QC品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,4.17,863.0,102,4.2,河南郑州,河南郑州,河南果蔬专营店,专营店,0,,GEN000715,budget,0.1181923522595596,3,Low Engagement,15.249013051131008
[AU品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,4.03,1334.0,29,4.9,云南昆明,云南昆明,云南农产品旗舰店,旗舰店,0,,GEN000716,budget,0.0217391304347826,1,Mid-range Stable,13.630628303230925
[DG品牌] 新鲜洋葱 5斤装 紫皮洋葱 调味必备,蔬菜,Vegetables,15.25,1749.0,129,3.7,四川成都,四川成都,苏宁自营,,0,,GEN000717,budget,0.0737564322469982,3,Low Engagement,19.70637042217618
[VE品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,9.16,1168.0,20,4.1,广东广州,广东广州,苏宁自营,,1,,GEN000718,budget,0.0171232876712328,3,Low Engagement,13.771508491100443
[FZ品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,41.82,2175.0,92,3.8,河北邯郸,河北石家庄,苏宁自营,,0,,GEN000719,mid,0.0422988505747126,3,Low Engagement,19.192720016207833
[IN品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,18.27,2090.0,120,4.7,四川成都,四川成都,苏宁自营,,0,,GEN000720,budget,0.0574162679425837,1,Mid-range Stable,18.80739180614693
[VD品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,53.12,762.0,56,3.9,湖北武汉,湖北武汉,湖北果蔬专营店,专营店,1,,GEN000721,mid,0.0734908136482939,3,Low Engagement,12.363569439383147
[WC品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,5.48,1283.0,69,4.4,安徽合肥,安徽合肥,苏宁自营,,1,,GEN000722,budget,0.0537802026500389,1,Mid-range Stable,15.145785798580066
[CJ品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,33.05,1425.0,141,4.1,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000723,mid,0.0989473684210526,3,Low Engagement,17.647291246694802
[FR品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,16.94,859.0,33,5.0,四川成都,四川成都,四川果蔬专营店,专营店,0,,GEN000724,budget,0.0384167636786961,1,Mid-range Stable,11.487008676924882
[UE品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,4.15,1696.0,81,5.0,广东广州,广东广州,苏宁自营,,0,,GEN000725,budget,0.0477594339622641,1,Mid-range Stable,16.205118537683237
[RE品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,15.08,1321.0,37,4.1,山东寿光,山东济南,山东农产品旗舰店,旗舰店,0,,GEN000726,budget,0.028009084027252,3,Low Engagement,14.886965008047529
[RC品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,12.98,3746.0,181,3.3,广东广州,广东广州,广东果蔬专营店,专营店,1,,GEN000727,budget,0.0483182060864922,2,Budget High-Volume,28.775328867335116
[FF品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,51.15,580.0,22,4.1,江苏徐州,江苏南京,苏宁自营,,1,,GEN000728,mid,0.0379310344827586,3,Low Engagement,10.463605752973963
[ZS品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,10.64,2220.0,241,3.6,安徽合肥,安徽合肥,安徽果蔬专营店,专营店,0,,GEN000729,budget,0.1085585585585585,2,Budget High-Volume,24.858809635860474
[JV品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,21.71,5173.4000000000015,129,3.7,河北邯郸,河北石家庄,河北果蔬专营店,专营店,1,,GEN000730,mid,0.0249352456798237,2,Budget High-Volume,31.4091670215075
[KL品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,17.46,964.0,28,4.4,云南昆明,云南昆明,云南果蔬专营店,专营店,1,,GEN000731,budget,0.0290456431535269,1,Mid-range Stable,12.490866246730116
[GK品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,15.23,978.0,66,4.4,广东广州,广东广州,苏宁自营,,0,,GEN000732,budget,0.0674846625766871,1,Mid-range Stable,13.952595669333464
[SE品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,63.53,1320.0,101,4.5,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000733,mid,0.0765151515151515,1,Mid-range Stable,14.51353952977745
[AK品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,5.33,792.0,33,4.4,云南昆明,云南昆明,云南农产品旗舰店,旗舰店,0,,GEN000734,budget,0.0416666666666666,1,Mid-range Stable,12.660390632833291
[LE品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,49.17,1901.0,170,4.1,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000735,mid,0.0894266175697001,3,Low Engagement,19.668417992509298
[LY品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,14.99,651.0,31,4.4,安徽合肥,安徽合肥,安徽果蔬专营店,专营店,1,,GEN000736,budget,0.0476190476190476,1,Mid-range Stable,11.538137952870638
[IE品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,30.38,1109.0,125,4.0,云南昆明,云南昆明,苏宁自营,,1,,GEN000737,mid,0.1127141568981064,3,Low Engagement,16.058623134123167
[CA品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,18.56,1121.0,121,4.2,山东寿光,山东济南,山东果蔬专营店,专营店,0,,GEN000738,budget,0.1079393398751115,3,Low Engagement,16.26555509646209
[YS品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,12.31,1181.0,45,3.9,山东寿光,山东济南,山东果蔬专营店,专营店,0,,GEN000739,budget,0.0381033022861981,3,Low Engagement,15.052374716114725
[RP品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,27.21,1329.0,115,3.9,河南郑州,河南郑州,苏宁自营,,0,,GEN000740,mid,0.0865312264860797,3,Low Engagement,17.10235855779278
[YS品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,43.17,3864.0,369,4.0,江苏徐州,江苏南京,江苏果蔬专营店,专营店,1,,GEN000741,mid,0.0954968944099378,2,Budget High-Volume,32.35042121617265
[CM品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,3.37,2936.0,161,3.9,山东寿光,山东济南,山东果蔬专营店,专营店,0,,GEN000742,budget,0.0548365122615803,2,Budget High-Volume,24.836011189215377
[FY品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,28.23,403.0,28,4.6,辽宁沈阳,辽宁沈阳,辽宁果蔬专营店,专营店,1,,GEN000743,mid,0.0694789081885856,1,Mid-range Stable,9.817119023544763
[VE品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,5.69,2441.0,234,4.2,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000744,budget,0.0958623514952888,2,Budget High-Volume,24.537797574000937
[YP品牌] 有机土豆 10斤装 新鲜黄心土豆 农家种植,蔬菜,Vegetables,6.99,1143.0,46,4.5,江苏徐州,江苏南京,苏宁自营,,0,,GEN000745,budget,0.0402449693788276,1,Mid-range Stable,14.047967837248079
[GQ品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,16.33,2214.0,254,5.0,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000746,budget,0.1147244805781391,2,Budget High-Volume,22.560609536955354
[BB品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,4.29,4408.0,541,4.2,广东广州,广东广州,广东果蔬专营店,专营店,1,,GEN000747,budget,0.1227313974591651,2,Budget High-Volume,39.96699279965864
[IX品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,7.31,617.0,27,4.1,安徽合肥,安徽合肥,安徽农产品旗舰店,旗舰店,0,,GEN000748,budget,0.0437601296596434,3,Low Engagement,12.338479329020531
[ML品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,31.35,1377.0,109,4.8,河北邯郸,河北石家庄,河北农产品旗舰店,旗舰店,0,,GEN000749,mid,0.0791575889615105,1,Mid-range Stable,15.389269497554489
[HQ品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,4.7,1487.0,88,3.7,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000750,budget,0.0591795561533288,3,Low Engagement,17.937930974185285
[TA品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,20.06,2709.0,190,4.0,河南郑州,河南郑州,苏宁自营,,0,,GEN000751,mid,0.0701365817644887,2,Budget High-Volume,24.16485755232019
[QU品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,17.59,2006.0,92,4.4,河南郑州,河南郑州,苏宁自营,,1,,GEN000752,budget,0.0458624127617148,1,Mid-range Stable,17.997080159197722
[WD品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,40.31,734.0,64,4.5,四川成都,四川成都,苏宁自营,,0,,GEN000753,mid,0.0871934604904632,1,Mid-range Stable,12.091133029701284
[VP品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,38.94,458.0,31,4.3,湖北武汉,湖北武汉,湖北农产品旗舰店,旗舰店,1,,GEN000754,mid,0.0676855895196506,1,Mid-range Stable,10.30172170833171
[HB品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,10.02,1420.0,41,4.3,湖北武汉,湖北武汉,湖北果蔬专营店,专营店,1,,GEN000755,budget,0.0288732394366197,3,Low Engagement,14.880871513809149
[SE品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,10.16,955.0,20,4.2,江苏徐州,江苏南京,江苏果蔬专营店,专营店,0,,GEN000756,budget,0.0209424083769633,3,Low Engagement,13.079079507910526
[TS品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,6.29,727.0,61,4.5,江苏徐州,江苏南京,苏宁自营,,0,,GEN000757,budget,0.0839064649243466,1,Mid-range Stable,13.014239836053584
[TP品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,5.98,2338.0,258,4.4,河南郑州,河南郑州,河南农产品旗舰店,旗舰店,1,,GEN000758,budget,0.1103507271171941,2,Budget High-Volume,24.216047371345557
[EZ品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,3.77,954.0,75,4.7,河南郑州,河南郑州,河南果蔬专营店,专营店,0,,GEN000759,budget,0.0786163522012578,1,Mid-range Stable,13.939724889374414
[FX品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,6.84,1100.0,99,4.4,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000760,budget,0.09,1,Mid-range Stable,15.57254037316673
[MM品牌] 有机土豆 10斤装 新鲜黄心土豆 农家种植,蔬菜,Vegetables,28.07,1268.0,37,4.0,山东寿光,山东济南,山东果蔬专营店,专营店,1,,GEN000761,mid,0.029179810725552,3,Low Engagement,14.209360056295054
[NE品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,46.8,4781.0,390,4.6,河南郑州,河南郑州,河南果蔬专营店,专营店,0,,GEN000762,mid,0.0815728927002719,2,Budget High-Volume,35.30450413646697
[BZ品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,16.06,875.0,64,3.9,河北邯郸,河北石家庄,苏宁自营,,1,,GEN000763,budget,0.0731428571428571,3,Low Engagement,14.115995257905228
[TR品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,22.78,1982.0,210,4.8,四川成都,四川成都,苏宁自营,,0,,GEN000764,mid,0.1059535822401614,2,Budget High-Volume,20.651080182899705
[BW品牌] 新鲜洋葱 5斤装 紫皮洋葱 调味必备,蔬菜,Vegetables,25.24,550.0,40,4.6,云南昆明,云南昆明,云南农产品旗舰店,旗舰店,0,,GEN000765,mid,0.0727272727272727,1,Mid-range Stable,11.040552946158293
[YM品牌] 有机南瓜 5斤装 新鲜板栗南瓜 香甜粉糯,蔬菜,Vegetables,6.75,1161.0,62,4.3,湖北武汉,湖北武汉,苏宁自营,,1,,GEN000766,budget,0.053402239448751,3,Low Engagement,14.652530682320073
[PY品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,74.04,5173.4000000000015,483,4.4,河北邯郸,河北石家庄,河北果蔬专营店,专营店,1,,GEN000767,mid,0.0933621989407352,2,Budget High-Volume,38.57943778138077
[IG品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,12.96,2142.0,33,4.6,山东寿光,山东济南,苏宁自营,,0,,GEN000768,budget,0.0154061624649859,1,Mid-range Stable,16.873661158988547
[AM品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,11.61,4964.0,431,4.3,广东广州,广东广州,苏宁自营,,0,,GEN000769,budget,0.0868251410153102,2,Budget High-Volume,38.710160841365685
[NU品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,22.34,2338.0,185,4.4,江苏徐州,江苏南京,江苏农产品旗舰店,旗舰店,0,,GEN000770,mid,0.0791274593669803,2,Budget High-Volume,21.929897841498587
[LT品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,29.35,993.0,44,4.0,四川成都,四川成都,四川农产品旗舰店,旗舰店,0,,GEN000771,mid,0.0443101711983887,3,Low Engagement,13.662224462790352
[ZR品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,6.22,2010.0,136,4.5,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000772,budget,0.0676616915422885,1,Mid-range Stable,19.693598634714345
[JS品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,21.63,4580.0,242,4.2,四川成都,四川成都,苏宁自营,,0,,GEN000773,mid,0.0528384279475982,2,Budget High-Volume,31.881812737484903
[HO品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,25.61,724.0,73,4.0,河南郑州,河南郑州,河南果蔬专营店,专营店,1,,GEN000774,mid,0.1008287292817679,3,Low Engagement,13.367029510670605
[ZK品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,26.17,2641.0,272,4.1,湖北武汉,湖北武汉,苏宁自营,,0,,GEN000775,mid,0.1029912911775842,2,Budget High-Volume,25.876276916152808
[MU品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,14.16,545.0,8,4.1,河北邯郸,河北石家庄,河北农产品旗舰店,旗舰店,0,,GEN000776,budget,0.0146788990825688,3,Low Engagement,11.338238426783848
[TN品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,30.58,2201.0,54,4.4,江苏徐州,江苏南京,苏宁自营,,1,,GEN000777,mid,0.0245343025897319,1,Mid-range Stable,17.222958035142437
[BX品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,15.61,1507.0,86,3.9,四川成都,四川成都,四川果蔬专营店,专营店,0,,GEN000778,budget,0.0570670205706702,3,Low Engagement,17.268345390320007
[WT品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,26.24,1985.0,42,4.4,河南郑州,河南郑州,河南农产品旗舰店,旗舰店,0,,GEN000779,mid,0.0211586901763224,1,Mid-range Stable,16.519685021910206
[GV品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,9.85,356.0,41,4.6,安徽合肥,安徽合肥,苏宁自营,,1,,GEN000780,budget,0.1151685393258427,1,Mid-range Stable,10.575032740922403
