product_name,category,category_en,price,sales_volume,review_count,rating,origin,shipping_location,store_name,store_level,is_promoted,product_url,sku_id,price_tier,review_density
[UE品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,4.15,1696.0,81,5.0,广东广州,广东广州,苏宁自营,,0,,GEN000725,budget,0.047759433962264154
[RE品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,15.08,1321.0,37,4.1,山东寿光,山东济南,山东农产品旗舰店,旗舰店,0,,GEN000726,budget,0.028009084027252083
[RC品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,12.98,3746.0,181,3.3,广东广州,广东广州,广东果蔬专营店,专营店,1,,GEN000727,budget,0.04831820608649226
[FF品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,51.15,580.0,22,4.1,江苏徐州,江苏南京,苏宁自营,,1,,GEN000728,mid,0.03793103448275862
[ZS品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,10.64,2220.0,241,3.6,安徽合肥,安徽合肥,安徽果蔬专营店,专营店,0,,GEN000729,budget,0.10855855855855856
[JV品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,21.71,5173.4000000000015,129,3.7,河北邯郸,河北石家庄,河北果蔬专营店,专营店,1,,GEN000730,mid,0.024935245679823706
[KL品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,17.46,964.0,28,4.4,云南昆明,云南昆明,云南果蔬专营店,专营店,1,,GEN000731,budget,0.029045643153526972
[GK品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,15.23,978.0,66,4.4,广东广州,广东广州,苏宁自营,,0,,GEN000732,budget,0.06748466257668712
[SE品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,63.53,1320.0,101,4.5,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000733,mid,0.07651515151515151
[AK品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,5.33,792.0,33,4.4,云南昆明,云南昆明,云南农产品旗舰店,旗舰店,0,,GEN000734,budget,0.041666666666666664
[LE品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,49.17,1901.0,170,4.1,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000735,mid,0.08942661756970016
[LY品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,14.99,651.0,31,4.4,安徽合肥,安徽合肥,安徽果蔬专营店,专营店,1,,GEN000736,budget,0.047619047619047616
[IE品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,30.38,1109.0,125,4.0,云南昆明,云南昆明,苏宁自营,,1,,GEN000737,mid,0.1127141568981064
[CA品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,18.56,1121.0,121,4.2,山东寿光,山东济南,山东果蔬专营店,专营店,0,,GEN000738,budget,0.1079393398751115
[YS品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,12.31,1181.0,45,3.9,山东寿光,山东济南,山东果蔬专营店,专营店,0,,GEN000739,budget,0.03810330228619814
[RP品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,27.21,1329.0,115,3.9,河南郑州,河南郑州,苏宁自营,,0,,GEN000740,mid,0.08653122648607976
[YS品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,43.17,3864.0,369,4.0,江苏徐州,江苏南京,江苏果蔬专营店,专营店,1,,GEN000741,mid,0.09549689440993789
[CM品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,3.37,2936.0,161,3.9,山东寿光,山东济南,山东果蔬专营店,专营店,0,,GEN000742,budget,0.05483651226158038
[FY品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,28.23,403.0,28,4.6,辽宁沈阳,辽宁沈阳,辽宁果蔬专营店,专营店,1,,GEN000743,mid,0.06947890818858561
[VE品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,5.69,2441.0,234,4.2,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000744,budget,0.09586235149528882
[YP品牌] 有机土豆 10斤装 新鲜黄心土豆 农家种植,蔬菜,Vegetables,6.99,1143.0,46,4.5,江苏徐州,江苏南京,苏宁自营,,0,,GEN000745,budget,0.04024496937882765
[GQ品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,16.33,2214.0,254,5.0,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000746,budget,0.11472448057813911
[BB品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,4.29,4408.0,541,4.2,广东广州,广东广州,广东果蔬专营店,专营店,1,,GEN000747,budget,0.12273139745916516
[IX品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,7.31,617.0,27,4.1,安徽合肥,安徽合肥,安徽农产品旗舰店,旗舰店,0,,GEN000748,budget,0.04376012965964344
[ML品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,31.35,1377.0,109,4.8,河北邯郸,河北石家庄,河北农产品旗舰店,旗舰店,0,,GEN000749,mid,0.07915758896151052
[HQ品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,4.7,1487.0,88,3.7,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000750,budget,0.05917955615332885
[TA品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,20.06,2709.0,190,4.0,河南郑州,河南郑州,苏宁自营,,0,,GEN000751,mid,0.07013658176448874
[QU品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,17.59,2006.0,92,4.4,河南郑州,河南郑州,苏宁自营,,1,,GEN000752,budget,0.045862412761714856
[WD品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,40.31,734.0,64,4.5,四川成都,四川成都,苏宁自营,,0,,GEN000753,mid,0.08719346049046321
[VP品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,38.94,458.0,31,4.3,湖北武汉,湖北武汉,湖北农产品旗舰店,旗舰店,1,,GEN000754,mid,0.06768558951965066
[HB品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,10.02,1420.0,41,4.3,湖北武汉,湖北武汉,湖北果蔬专营店,专营店,1,,GEN000755,budget,0.028873239436619718
[SE品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,10.16,955.0,20,4.2,江苏徐州,江苏南京,江苏果蔬专营店,专营店,0,,GEN000756,budget,0.020942408376963352
[TS品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,6.29,727.0,61,4.5,江苏徐州,江苏南京,苏宁自营,,0,,GEN000757,budget,0.08390646492434663
[TP品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,5.98,2338.0,258,4.4,河南郑州,河南郑州,河南农产品旗舰店,旗舰店,1,,GEN000758,budget,0.11035072711719418
[EZ品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,3.77,954.0,75,4.7,河南郑州,河南郑州,河南果蔬专营店,专营店,0,,GEN000759,budget,0.07861635220125786
[FX品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,6.84,1100.0,99,4.4,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000760,budget,0.09
[MM品牌] 有机土豆 10斤装 新鲜黄心土豆 农家种植,蔬菜,Vegetables,28.07,1268.0,37,4.0,山东寿光,山东济南,山东果蔬专营店,专营店,1,,GEN000761,mid,0.02917981072555205
[NE品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,46.8,4781.0,390,4.6,河南郑州,河南郑州,河南果蔬专营店,专营店,0,,GEN000762,mid,0.0815728927002719
[BZ品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,16.06,875.0,64,3.9,河北邯郸,河北石家庄,苏宁自营,,1,,GEN000763,budget,0.07314285714285715
[TR品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,22.78,1982.0,210,4.8,四川成都,四川成都,苏宁自营,,0,,GEN000764,mid,0.10595358224016145
[BW品牌] 新鲜洋葱 5斤装 紫皮洋葱 调味必备,蔬菜,Vegetables,25.24,550.0,40,4.6,云南昆明,云南昆明,云南农产品旗舰店,旗舰店,0,,GEN000765,mid,0.07272727272727272
[YM品牌] 有机南瓜 5斤装 新鲜板栗南瓜 香甜粉糯,蔬菜,Vegetables,6.75,1161.0,62,4.3,湖北武汉,湖北武汉,苏宁自营,,1,,GEN000766,budget,0.053402239448751075
[PY品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,74.04,5173.4000000000015,483,4.4,河北邯郸,河北石家庄,河北果蔬专营店,专营店,1,,GEN000767,mid,0.09336219894073527
[IG品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,12.96,2142.0,33,4.6,山东寿光,山东济南,苏宁自营,,0,,GEN000768,budget,0.015406162464985995
[AM品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,11.61,4964.0,431,4.3,广东广州,广东广州,苏宁自营,,0,,GEN000769,budget,0.08682514101531023
[NU品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,22.34,2338.0,185,4.4,江苏徐州,江苏南京,江苏农产品旗舰店,旗舰店,0,,GEN000770,mid,0.07912745936698032
[LT品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,29.35,993.0,44,4.0,四川成都,四川成都,四川农产品旗舰店,旗舰店,0,,GEN000771,mid,0.044310171198388724
[ZR品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,6.22,2010.0,136,4.5,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000772,budget,0.06766169154228856
[JS品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,21.63,4580.0,242,4.2,四川成都,四川成都,苏宁自营,,0,,GEN000773,mid,0.05283842794759825
[HO品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,25.61,724.0,73,4.0,河南郑州,河南郑州,河南果蔬专营店,专营店,1,,GEN000774,mid,0.10082872928176796
[ZK品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,26.17,2641.0,272,4.1,湖北武汉,湖北武汉,苏宁自营,,0,,GEN000775,mid,0.10299129117758425
[MU品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,14.16,545.0,8,4.1,河北邯郸,河北石家庄,河北农产品旗舰店,旗舰店,0,,GEN000776,budget,0.014678899082568808
[TN品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,30.58,2201.0,54,4.4,江苏徐州,江苏南京,苏宁自营,,1,,GEN000777,mid,0.02453430258973194
[BX品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,15.61,1507.0,86,3.9,四川成都,四川成都,四川果蔬专营店,专营店,0,,GEN000778,budget,0.05706702057067021
[WT品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,26.24,1985.0,42,4.4,河南郑州,河南郑州,河南农产品旗舰店,旗舰店,0,,GEN000779,mid,0.02115869017632242
[GV品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,9.85,356.0,41,4.6,安徽合肥,安徽合肥,苏宁自营,,1,,GEN000780,budget,0.1151685393258427
[TQ品牌] 有机南瓜 5斤装 新鲜板栗南瓜 香甜粉糯,蔬菜,Vegetables,10.23,843.0,60,4.5,云南昆明,云南昆明,苏宁自营,,0,,GEN000781,budget,0.0711743772241993
[HU品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,10.96,3040.0,45,4.4,河南郑州,河南郑州,苏宁自营,,1,,GEN000782,budget,0.014802631578947368
[ML品牌] 有机南瓜 5斤装 新鲜板栗南瓜 香甜粉糯,蔬菜,Vegetables,25.92,603.0,53,4.7,四川成都,四川成都,四川果蔬专营店,专营店,0,,GEN000783,mid,0.087893864013267
[XW品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,18.49,1172.0,26,4.3,河北邯郸,河北石家庄,河北果蔬专营店,专营店,0,,GEN000784,budget,0.02218430034129693
[SL品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,3.62,1969.0,104,3.8,江苏徐州,江苏南京,苏宁自营,,1,,GEN000785,budget,0.05281868969019807
[MS品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,5.08,543.0,8,4.6,河南郑州,河南郑州,苏宁自营,,0,,GEN000786,budget,0.014732965009208104
[CQ品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,9.07,4170.0,197,4.0,河北邯郸,河北石家庄,苏宁自营,,0,,GEN000787,budget,0.04724220623501199
[RZ品牌] 有机大蒜 2斤装 新鲜紫皮大蒜 调味佳品,蔬菜,Vegetables,3.83,712.0,55,4.7,辽宁沈阳,辽宁沈阳,辽宁果蔬专营店,专营店,0,,GEN000788,budget,0.07724719101123595
[YH品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,13.24,1040.0,102,4.3,辽宁沈阳,辽宁沈阳,辽宁果蔬专营店,专营店,0,,GEN000789,budget,0.09807692307692308
[AP品牌] 新鲜洋葱 5斤装 紫皮洋葱 调味必备,蔬菜,Vegetables,22.41,3159.0,87,4.8,河北邯郸,河北石家庄,苏宁自营,,0,,GEN000790,mid,0.027540360873694207
[WH品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,11.25,619.0,63,4.0,四川成都,四川成都,四川果蔬专营店,专营店,0,,GEN000791,budget,0.10177705977382875
[AW品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,18.47,788.0,83,3.8,云南昆明,云南昆明,云南农产品旗舰店,旗舰店,1,,GEN000792,budget,0.10532994923857868
[XK品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,19.75,1452.0,33,4.2,河南郑州,河南郑州,苏宁自营,,0,,GEN000793,budget,0.022727272727272728
[SI品牌] 有机土豆 10斤装 新鲜黄心土豆 农家种植,蔬菜,Vegetables,8.18,1286.0,45,3.8,云南昆明,云南昆明,苏宁自营,,0,,GEN000794,budget,0.034992223950233284
[XH品牌] 有机土豆 10斤装 新鲜黄心土豆 农家种植,蔬菜,Vegetables,30.58,2991.0,332,3.5,云南昆明,云南昆明,苏宁自营,,1,,GEN000795,mid,0.11099966566365764
[TL品牌] 新鲜洋葱 5斤装 紫皮洋葱 调味必备,蔬菜,Vegetables,7.13,553.0,17,3.9,河北邯郸,河北石家庄,苏宁自营,,1,,GEN000796,budget,0.03074141048824593
[VP品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,14.03,570.0,47,3.8,安徽合肥,安徽合肥,安徽农产品旗舰店,旗舰店,0,,GEN000797,budget,0.0824561403508772
[TK品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,6.72,1722.0,119,4.2,湖北武汉,湖北武汉,湖北农产品旗舰店,旗舰店,0,,GEN000798,budget,0.06910569105691057
[YQ品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,8.42,1687.0,77,4.0,云南昆明,云南昆明,苏宁自营,,0,,GEN000799,budget,0.04564315352697095
[QZ品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,12.07,4577.0,281,4.7,安徽合肥,安徽合肥,苏宁自营,,1,,GEN000800,budget,0.06139392615250164
[VY品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,5.3,2608.0,89,4.5,河北邯郸,河北石家庄,河北农产品旗舰店,旗舰店,0,,GEN000801,budget,0.03412576687116564
[WA品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,5.99,2589.0,42,4.8,云南昆明,云南昆明,苏宁自营,,0,,GEN000802,budget,0.016222479721900347
[LT品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,6.11,813.0,89,4.6,河南郑州,河南郑州,苏宁自营,,0,,GEN000803,budget,0.10947109471094711
[PT品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,18.64,2166.0,114,4.3,河南郑州,河南郑州,苏宁自营,,0,,GEN000804,budget,0.05263157894736842
[WY品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,20.5,619.0,34,4.6,四川成都,四川成都,苏宁自营,,1,,GEN000805,mid,0.05492730210016155
[ES品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,38.23,1287.0,116,4.2,河北邯郸,河北石家庄,苏宁自营,,0,,GEN000806,mid,0.09013209013209013
[NM品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,4.41,2113.0,77,4.4,河南郑州,河南郑州,苏宁自营,,0,,GEN000807,budget,0.03644107903454804
[NP品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,14.27,3174.0,94,4.1,安徽合肥,安徽合肥,苏宁自营,,0,,GEN000808,budget,0.029615626969124134
[PJ品牌] 有机南瓜 5斤装 新鲜板栗南瓜 香甜粉糯,蔬菜,Vegetables,23.56,760.0,32,4.2,湖北武汉,湖北武汉,苏宁自营,,1,,GEN000809,mid,0.042105263157894736
[FB品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,13.05,1743.0,67,4.1,江苏徐州,江苏南京,苏宁自营,,0,,GEN000810,budget,0.03843947217441193
[XK品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,13.5,2601.0,113,4.0,广东广州,广东广州,苏宁自营,,0,,GEN000811,budget,0.04344482891195694
[AN品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,4.15,4815.0,136,4.8,湖北武汉,湖北武汉,湖北果蔬专营店,专营店,1,,GEN000812,budget,0.028245067497403947
[UR品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,5.33,2375.0,81,4.0,江苏徐州,江苏南京,江苏果蔬专营店,专营店,0,,GEN000813,budget,0.034105263157894736
[YX品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,18.52,1825.0,117,4.1,河北邯郸,河北石家庄,苏宁自营,,0,,GEN000814,budget,0.06410958904109589
[UE品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,8.01,946.0,104,3.8,广东广州,广东广州,广东果蔬专营店,专营店,0,,GEN000815,budget,0.10993657505285412
[MC品牌] 有机生菜 3斤装 新鲜沙拉菜 无农药,蔬菜,Vegetables,7.71,1434.0,33,3.9,广东广州,广东广州,苏宁自营,,1,,GEN000816,budget,0.02301255230125523
[JW品牌] 有机芹菜 3斤装 新鲜香芹 脆嫩可口,蔬菜,Vegetables,25.89,4042.0,179,4.0,四川成都,四川成都,四川农产品旗舰店,旗舰店,1,,GEN000817,mid,0.044285007422068284
[LX品牌] 有机南瓜 5斤装 新鲜板栗南瓜 香甜粉糯,蔬菜,Vegetables,18.17,2092.0,166,4.4,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000818,budget,0.07934990439770555
[AE品牌] 新鲜洋葱 5斤装 紫皮洋葱 调味必备,蔬菜,Vegetables,15.94,2461.0,233,4.4,江苏徐州,江苏南京,苏宁自营,,0,,GEN000819,budget,0.09467696058512799
[FM品牌] 有机土豆 10斤装 新鲜黄心土豆 农家种植,蔬菜,Vegetables,5.57,2677.0,70,4.6,河北邯郸,河北石家庄,河北农产品旗舰店,旗舰店,0,,GEN000820,budget,0.02614867388868136
[BA品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,8.15,1538.0,153,4.5,安徽合肥,安徽合肥,苏宁自营,,0,,GEN000821,budget,0.09947984395318596
[IT品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,12.69,3067.0,98,5.0,四川成都,四川成都,苏宁自营,,1,,GEN000822,budget,0.03195304858167591
[JO品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,8.0,597.0,50,4.3,河南郑州,河南郑州,苏宁自营,,0,,GEN000823,budget,0.08375209380234507
[BV品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,26.72,1286.0,69,4.8,广东广州,广东广州,广东农产品旗舰店,旗舰店,0,,GEN000824,mid,0.053654743390357695
[RI品牌] 新鲜洋葱 5斤装 紫皮洋葱 调味必备,蔬菜,Vegetables,5.14,2380.0,179,4.0,河南郑州,河南郑州,河南果蔬专营店,专营店,0,,GEN000825,budget,0.07521008403361344
[ST品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,59.36,5173.4000000000015,369,3.9,湖北武汉,湖北武汉,湖北果蔬专营店,专营店,0,,GEN000826,mid,0.07132640043298409
[LP品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,9.66,2660.0,197,4.0,河北邯郸,河北石家庄,苏宁自营,,0,,GEN000827,budget,0.07406015037593985
[IE品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,14.46,1525.0,73,3.4,山东寿光,山东济南,苏宁自营,,0,,GEN000828,budget,0.04786885245901639
[JP品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,14.83,947.0,69,4.0,辽宁沈阳,辽宁沈阳,辽宁农产品旗舰店,旗舰店,0,,GEN000829,budget,0.07286166842661035
[AY品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,47.61,649.0,40,4.5,江苏徐州,江苏南京,苏宁自营,,0,,GEN000830,mid,0.061633281972265024
[LG品牌] 青椒 3斤装 新鲜辣椒 微辣清香,蔬菜,Vegetables,12.0,1244.0,75,4.5,安徽合肥,安徽合肥,苏宁自营,,0,,GEN000831,budget,0.06028938906752412
[WX品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,19.69,2194.0,188,4.6,四川成都,四川成都,苏宁自营,,1,,GEN000832,budget,0.08568824065633546
[UH品牌] 新鲜菠菜 3斤装 有机蔬菜 嫩叶菠菜,蔬菜,Vegetables,11.51,997.0,71,3.8,湖北武汉,湖北武汉,苏宁自营,,0,,GEN000833,budget,0.0712136409227683
[UX品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,7.75,5173.4000000000015,787,4.7,江苏徐州,江苏南京,苏宁自营,,0,,GEN000834,budget,0.15212432829473843
[EJ品牌] 新鲜黄瓜 5斤装 脆嫩多汁 产地直发,蔬菜,Vegetables,5.09,621.0,16,4.4,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000835,budget,0.02576489533011272
[TP品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,23.24,2162.0,77,4.1,山东寿光,山东济南,山东果蔬专营店,专营店,1,,GEN000836,mid,0.035615171137835334
[FD品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,13.57,1866.0,85,4.2,河南郑州,河南郑州,苏宁自营,,0,,GEN000837,budget,0.04555198285101822
[CE品牌] 有机土豆 10斤装 新鲜黄心土豆 农家种植,蔬菜,Vegetables,2.54,1286.0,21,3.9,云南昆明,云南昆明,苏宁自营,,1,,GEN000838,budget,0.016329704510108865
[ZP品牌] 有机南瓜 5斤装 新鲜板栗南瓜 香甜粉糯,蔬菜,Vegetables,17.26,5173.4000000000015,1369,4.3,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000839,budget,0.26462287857115235
[CY品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,11.67,2773.0,331,4.4,山东寿光,山东济南,山东农产品旗舰店,旗舰店,1,,GEN000840,budget,0.11936530833032817
[RP品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,20.99,2247.0,78,5.0,江苏徐州,江苏南京,苏宁自营,,0,,GEN000841,mid,0.03471295060080107
[YW品牌] 山东大白菜 10斤装 新鲜蔬菜 清甜可口,蔬菜,Vegetables,6.07,2056.0,87,3.8,辽宁沈阳,辽宁沈阳,苏宁自营,,1,,GEN000842,budget,0.04231517509727627
[OX品牌] 有机土豆 10斤装 新鲜黄心土豆 农家种植,蔬菜,Vegetables,23.39,813.0,81,4.0,安徽合肥,安徽合肥,苏宁自营,,0,,GEN000843,mid,0.0996309963099631
[MV品牌] 有机胡萝卜 5斤装 新鲜采摘 营养美味,蔬菜,Vegetables,11.85,2874.0,346,4.6,广东广州,广东广州,苏宁自营,,1,,GEN000844,budget,0.12038970076548365
[RQ品牌] 新鲜豆角 3斤装 长豆角 农家种植,蔬菜,Vegetables,5.54,1555.0,44,3.9,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000845,budget,0.02829581993569132
[BV品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,5.48,1297.0,50,4.1,河北邯郸,河北石家庄,河北农产品旗舰店,旗舰店,1,,GEN000846,budget,0.03855050115651504
[AF品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,21.21,598.0,61,4.0,湖北武汉,湖北武汉,苏宁自营,,1,,GEN000847,mid,0.1020066889632107
[BS品牌] 有机西红柿 5斤装 新鲜采摘 沙瓤多汁,蔬菜,Vegetables,33.96,5173.4000000000015,610,3.6,辽宁沈阳,辽宁沈阳,苏宁自营,,0,,GEN000848,mid,0.11791085166428264
[YC品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,3.33,5173.4000000000015,221,4.4,辽宁沈阳,辽宁沈阳,辽宁果蔬专营店,专营店,1,,GEN000849,budget,0.04271852166853519
[YU品牌] 西兰花 3斤装 新鲜采摘 营养丰富,蔬菜,Vegetables,7.49,2142.0,46,3.1,广东广州,广东广州,广东果蔬专营店,专营店,0,,GEN000850,budget,0.021475256769374416
[DE品牌] 有机南瓜 5斤装 新鲜板栗南瓜 香甜粉糯,蔬菜,Vegetables,15.04,1866.0,128,4.6,广东广州,广东广州,苏宁自营,,0,,GEN000851,budget,0.06859592711682744
[OX品牌] 有机南瓜 5斤装 新鲜板栗南瓜 香甜粉糯,蔬菜,Vegetables,6.67,1588.0,57,3.8,四川成都,四川成都,苏宁自营,,0,,GEN000852,budget,0.03589420654911839
[BP品牌] 新鲜茄子 5斤装 紫长茄 鲜嫩可口,蔬菜,Vegetables,18.4,825.0,76,4.0,安徽合肥,安徽合肥,安徽农产品旗舰店,旗舰店,1,,GEN000853,budget,0.09212121212121212
